BTA_List_TheHole,,,
Weapon_Autocannon_AC2_Array_0-STOCK,Weapon,0,10
Weapon_UltimaRatioRegum,Weapon,0,10
Weapon_Lance_SuperHeavyLance,Weapon,0,10
Weapon_MLRS,Weapon,0,10
Weapon_PPC_Snubgun_0-STOCK,Weapon,0,10
Weapon_Laser_DuodenaryCannon_0-STOCK,Weapon,0,10
Weapon_Autocannon_HVAC20_0-STOCK,Weapon,0,10
Weapon_PPC_Bombast_0-STOCK,Weapon,0,10
Ammo_AmmunitionBox_Generic_AC2ARRAY,AmmunitionBox,0,10
Ammo_AmmunitionBox_HVAC_AC20,AmmunitionBox,0,10
Ammo_AmmunitionBox_ULTIMA_CANISTERSHOT,AmmunitionBox,0,10
Ammo_AmmunitionBox_ULTIMA_GRAPESHOT,AmmunitionBox,0,10
Ammo_AmmunitionBox_ULTIMA_ROUNDSHOT,AmmunitionBox,0,10
mechdef_screamer_SCR-1A-LAM,Mech,0,10
mechdef_screamer_SCR-1X-LAM,Mech,0,10
mechdef_screamer_SCR-2X-LAM,Mech,0,10
mechdef_screamer_SCR-3X-LAM,Mech,0,10
mechdef_screamer_SCR-4X-LAM,Mech,0,10
mechdef_dragoon_AEM-01,Mech,0,10
mechdef_dragoon_AEM-002,Mech,0,10
mechdef_dragoon_AEM-002A,Mech,0,10
mechdef_dragoon_AEM-003,Mech,0,10
mechdef_dragoon_AEM-004,Mech,0,10
mechdef_dragoon_AEM-004X,Mech,0,10
mechdef_dragoon_AEM-005X,Mech,0,10
mechdef_dragoon_AEM-006X,Mech,0,10
mechdef_dragoon_AEM-MKD,Mech,0,10
